content,value
@OlgaMatilde lo bueno que los años se están yendo muy rápido y pronto vendrá el siguiente invierno,P
@DonRul yo creo que esa es una mejor frase para una personalidad tan particular como la suya jejeje,P
Con este frio esta genial que pasen la pelicula del regalo prometido.. se siente como navidad pero sin tamales,P
Y aveces necesito alguien con quien platicar,N
@itsximenab ¡Ánimo! Que la vida valga la alegría y no la pena Dile a tu mamá que qué buena rosca hace,P
"Acabo de ver una película extrañamente buena! ""Un cadáver para sobrevivir"" véanla",P
Por que no maquillo padre como mis primas de USA y por que no tengo su maquillaje hahahaha,N
No hay nada más triste que tener ya +500 en el casino y quedar en ceros,N
Es neta lo de los tacos?,NONE
"@MaRkIyO1992 Ja ja che Menso, en vez de sí me escribas diario para saber mi vida",N
Me enoja que me den ganas de cagar cuando estoy bien cómodo acostado,N
En la clase de circo de hoy: cáigase de la pelota gigante y rómpase un diente,N
Ha eirado mi paquete sl200 chales hubiera aprovechado el mes gratis de la llamada que me pedía mis datos ayer tel 6141727708,N
@randeles Que buena foto! Felicidades,P
@AyD_ParaTi estoy registrado y no me llegan ni puedo pagar en linea ni nada dice que pagina en servicio,N
@pablogarabito tu muy bien ¡saludos! Q bonito mi nombre al aire @Planeta947 @alelaneta bonito día.,P
Buenos dias mundo twittero me duermo súper tarde y despierto súper temprano eso no es normal,N
"@ivonnemelgar tristemente cierto: Otra historia lamentable de política femenina fallida, muy buen articulo! Abrazo",N
@Los40ec Que excelente tema #RockABYE también me gustaría escuchar: We don't talk anymore solo la mejor música en #los40 @BriannaPinosM,P
El sueño mas hermoso que he tenido. #nomequeriadespertar,P
Muchas felicidades @humbertodiaz22 un abrazo con mis mejores deseos,P
Mientras luchamos por separado nos vencen juntos,N
Me gustabas para ver películas y series acostados pero preferías a tus amigos,N
Y el lo sabe por que se lo dije....y tambien tenia puesto una camisa manga larga gris,NONE
Jamás me toca monito en la rosca. Quisiera ser relevante,N
"Yo: estoy tan sola Alguien: hola Yo: fuchi, déjame en paz.",N
@Vilhum taken with my iPhone. Quiero una cámara profesional para ser más feliz jajajaja yo si le se a todos los botonsitossss,P
Lo unico que van a hacer es que me vuelva mamona con todos como antes,N
@CauteSol22 ánimo acá en México será bienvenido! Saludos de un hincha de #CruzAzul,P
"Te extraño como nunca, y no te tengo como siempre.",N
@Diegongo81 están organizando un torneo categoría infantil y libre con equipos de yucatan tabasco y campeche. Es este fin que viene,N
@DanielaGGtz Siempre te daré lo mejor de mi.,P
"@priincesapurple si por favor aún no he podido comprarlo, o mejor me das un abrazo y así eso también ayuda ? je.",P
Como cuando tu mamá quiere que te hagas pruebas de embarazo jajaja no estoy embarazada solo malita,N
@PauCalz @KarzCavallari @johnny26cesc me dolió hasta la conciencia pero sin suda lo haría unas 10 veces más jajaja,P
@priincesapurple si ya había regresado pero me volví a dormir moría de sueño,N
"Tengo mi lado lindo y mi lado culero, pero bien culero.",N
"Mi celular sabe que soy mexicano, escribí white y me lo corrigió por ejote",NEU
Acabo de etiquetar a mi tía en una cosa. Soy más allá de mi propia tía. Soy la tía de las tías.,P
"Como cuando duermo de día y de noche ando bien pilas, esto es fantástico",N
"#quierounanovia no gracias, soy homosexual.",NEU
"Mi sueño no es tan imposible, tan solo es viajar a Canadá yo sé que puedo lograrlo",P
Quiero ser flaca y bonita,NONE
"@LuceroGama tu foto de perfil me trae recuerdos, extraño escucharte",N
"Esta vez que tengo todo para ir , no estoy tan segura jajaj",P
"@Fridaricky así como estas... Primero abajo, pero comiendo panochita suave, y luego atrás para dejarte la ir muy duro! Qué rico",P
"Mames, hoy si me dio frío",N
"@sapitomen de me ntojaban más unos de canasta. Jijiji háblame de tú, porfa",P
Ser feliz no significa que todo es perfecto. ... Buen día a todos!,P
Pues empecé mi día con el pie derecho... metido en un monte de tierra por las reparaciones de las calles,N
@RociYAxel Feliz cumpleaños que la pases súper bien,P
¡HAZ EN GRANDE TUS PROPÓSITOS PARA ESTE AÑO! LAR Inmobiliaria les desea un feliz año 2017 #LARinmobiliaria,P
"y así, con tu gran ocico cerrado es como te ves más o menos bonita",N
@RAMMS09 amigo como estas ? Buenos días perdón ayer me fui a dormir,NEU
"@David17519416 Pero no hicimos rolas por años, solo ligamos bandas y canciones en común Gracias por escuchar",P
"@bucio_lesly acabo de ver algo similar y te juro que sentí bien feo, ojalá nunca tenga que verme en la necesidad",N
En serio tengo muchas ganas de verte Te extraño demasiadoo..!,N
"@SoyTanNinaBien jaja, estás aburrida!? Mejor cuéntanos otro cuento",N
"@_alineepa exacto, no va a pasar!! Pero cada quien puede y debe hacer su parte",NEU
"@darkanhell son previsores, es por si algún día llega un auto por allá ok, no...",NONE
Estoy comenzando la última temporada de HIMYM,NONE
@szerenata toda la suerte del mundo en tu nuevo proyecto /espacio / hora . Te quiero mucho amiga mía . #mty #orgullo,P
"@bayou7478 estoy igual. Quiero un maratón en marzo/abril y otro en octubre/noviembre. Si te enteras de nos buenos, por favor avisa.",P
"@vcatita al contrario, me creo poco porque según mi ""couchhhhhh"" ya debo de hacer 6k",P
@Miamanta buenos días sam ya aquí estamos después de estar un poco enfermo pero ya vamos mejorando saludos y feliz año y bendiciones,P
Pinche equipo me ilusiona bien machín para este año @Cruz_Azul_FC,P
"@AlbertoMoolina sobres, yo llevo los juegos de azar. Tu completa lo demás",NONE
Y la segunda en brillas más es Venus,NONE
"@J_Pietra Me gustaria conoserte Y estar 1 dia contigo y con todo el plantel de chivas,me gustas como narra pero como nunca me aras caso",P
"#QueNoSePierdaLaCostumbre De Querernos, amarnos, respetarnos, cuidarnos y estar juntos toda la vida",N
@adriantr09 @ClubTiburones @PumasMX Ya rugiste León Ya estufas,NONE
"#EnEneroYo estaré más al pendiente de mi familia, mis fans y estaré al pendiente de sus mensajes pequeños amores",P
"Aparentemente superados los efectos de la venganza de Moctezuma, cogemos camino a Chiapas ... porque mucha historia nunca es suficiente",P
Tan sabroso que estaba durmiendo,N
@faustoponce @ivoox Ok. Gracias. Ten un buen día.,P
"Mi gata es tan desconciderada, pasa sus pequeños bigotes en mi cara para que despierte",N
@KoenmaJr20 probando nuevos Morning show! @ExaFM me aburre ya! Se ha vuelto demasiado tonto el programa! Extraño a @Cecidelacueva,N
Por lo regular lo primero que digo al despertarme es perdón me quede dormida o ya se me hizo tarde,N
Tal vez estoy pagando algún tipo de karma por no hacerle caso al carnicero de por mi trabajo… siempre me dice que me veo bonita,NEU
"@DhasiaWezka yo creo que seria muy bonito entrar a tu tw y ver ese ""Te sigue""",P
@libertadzavala ¡Gracias por las flores! Ha sido gracias al esfuerzo de un gran equipo @annabrays @bikennia @ClaraVadillo @YazAPie y más,P
Buen día. No funciona el semáforo de Avenida Cultura @HermosilloGob Saludos,N
Tengo un buen de ganas de ir al cine pero soy tan flojo,N
Nota mental: no le quieras ayudar a alguien que no confía en ti. -La primer enseñanza de este año-,N
Adiós a la nueva planta de #Ford en #México,N
"@Filibrown jajajajajaja. De todos esos nomás rebozos merco, jajaja. Mi troca es tailandesa no la han traído a silao uu",NONE
"@LilieMayen es en Marzo, ¿no? es que voy a ir con mi novia",N
@pabloalboran eyyy regresa yaa!!! Tu @FamAlboranMex te espera,N
@correosdemexico está atascado el palacio de los deseos @L_ArellanoN #Ayñ #NoVanALlegarLosReyes,N
"Ya hasta me duele la cabeza. Mañana/tarde pesada, pesadísima en la oficina.",N
@nilomandeDior Hoy estuve viendo muchas fotos dell Escuadrón. Lo extraño,N
@marianaequi ¡Vientos! Va sanando bien chido. ¡Cuídate mucho esa manita!,P
Fue MEJOR que algunas personas se fueran para conocer a otras,P
"@EddGZ Neel, eso no me gusta, mejor tú y el día que sea, por la tarde, y busco adaptarme",NEU
"@ivonnems28 ¿crees? Hahaha obvio si, todos toditos, de todas toditas las personas",N
No sabía que el ser humano fuese capaz de producir tanto moco verde. Hasta ahora. #GanandoComoSiempre,N
@CristinaEnAlfa @alfa913fm Hola Cris Saludos desde Ahome Sinaloa rumbo a Tijuana en un autobús Elite Hermosa,NONE
@TarsisLugo si no te gusta ponle limón y azúcar así sabe más rica,P
La verdad hoy fue una noche bastante aburrida espero poder salir mañana,N
"En verdad necesito un celular nuevo, no lo quiero, lo necesito. se trababa hasta para respirar",N
Esos taquitos al pastor me están destrozando el estomago peor que tus engaños,N
"Desvelado, cansado, cuasienfermo pero feliz. Vámonos al aeropuerto. Buenos días!",NEU
Buenos días Pues vamos a empezar a darle a esto!!! Ahora va la mía Y q venga todo con mucha candela!,P
Ya no logré mi propósito de ser más puntual. Voy a tener que esperar hasta el 2018.,N
@ICVNL ustedes me puede ayudar a saber pq voy a pagar mas que en los anios anteriores,N
Ya extraño a mi mamá y todavia no me voy,N
Feliz día del periodista !! A mis conocidos amigos y gente que sigo y me sigue,P
"Que pinche chiste tiene estar ""medio alto"" si todos aquí están bien pigmeos",N
MELCHOR GASPAR Y yo sin quincena,N
Eso de salir a las 8 de la escuela no va a estar chido,N
@GenariuxR Buenos y bonitos dias amiwoooooooooo,P
"Qué bonito que ""In to my Arms"" sea la segunda canción escuchada este día.",P
"@NayadeAbsal Huy ps así que chiste?, no seria tan divertida la vida",N
@Jimmy_Jammes Vi que empezaste el año con empleo nuevo. Un gran abrazo. Un súper gusto conocerte. Éxito.,P
"Al esperar ese mensaje Se decide cual será mi siguiente paso en el destino!,, que nervios",NEU
@MemoCalderonS feliz año tu! Tenía un rato de no saludar. Un abrazo,P
Mierda porque es tan difícil decidir en que casa vivir? Hay pros y contras en cada una,N
A veces siento que es mejor estar atrás de un escritorio que intentarle a la litigada,NEU
"#MiPropositoEs Seguir siendo la mejor madre y la mejor periodista, cumplirles sus sueños a todos mis seguidores y ser mejor persona",P
"#PierdoMuchoTiempoEn Hacerle caso a los chismes, críticas, malos comentarios hacia mi persona Es mi vida, no la de ustedes",N
"#EsLaUltimaVezQueTeDigo Que lo que siento por ti, no lo siento por nadie más ¡ENTIÉNDELO CARAJO! Santiago Olavarría",N
Mis pequeños Amores no me van a felicitar Hoy es el #DiaDelPeriodista Ya 10 años dedicándome al Periodismo y los que me faltan,NEU
#FelizMiercoles Mis Chamacos Queridos Dios me los bendiga y me los llene de todo su amor los quiero Besitos,P
"@adriantr09 @ClubTiburones @PumasMX Siempre he sido así Y pues siempre he cumplido y pagado apuestas, así que ya rugiste león",P
"10 AÑOS DEDICÁNDOME AL PERIODISMO, Y LOS QUE ME FALTAN POR CUMPLIR 6 años en la F1 & UFC",P
necesito nuevo dealer éste cuatri será difícil si no dejo mi vida en manos de la bendita drogadicción,N
Sabes que ya estás viejo cuando tus primos quieren ver pelis toda la noche y tu solo quieres dormir ya,N
Creo que no enseñan griego en el departamento de lenguas extranjeras,NONE
"@noelvalenzuelap we yo también me aventé una season de una seria así !! Va, llega temprano tengo ganas de verte",P
"A esta hora Twitter esta lleno de gente sentimental, que no puede dormir y que se siente de la mierda que pasa aqui diablos",N
"@DebnamFabray si, la verdad si fue feo",N
Ya cayó la segunda parte del pavo cachetón,NONE
Estoy esperando aún el directo de @ZooEvolution @WillyrexYT @vegetta777,NONE
#Stop. Dios es bueno en todo tiempo,P
Jajajajaja ay que triste me siento,N
@szurita ya estuvo que el mexicano se quedó preso la Lic @ruizmassieu ya no es la mera! Mera ahora es Videgaray,NONE
"Hoy hace 4 años, grabamos mi primer sencillo. #UltimoAire Gracias a todos los que han estado conmigo siempre",P
"@TuiteroRegio @Bomborisimo Jajajajajajajaj ya están peor que Peña, puro atole con el dedo a los tuiteros",N
Soñé que tenía una banda de Rock céltico.,P
"Jamás imaginé que estar incapacitada lo disfrutaría tanto, después de todo no me fue mal",NEU
"#Gasolinazo tema para ubicar nuestra realidad nacional, hasta el jefe nos pide nuestro punto de vista #horasad",N
mamá quiero ir a pp hoy ya no seas así,N
Como cuando la persona siempre está cansada para todo menos para salir con alguien más.,N
"@Sara_G2 jajajaja es súper buen pedo, te va a caer bien. Yo tampoco sé con quién me toca",P
"Confieso que tengo una play list en Spotify que dice : «Canciones para Bangtan » , son canciones cursis y una que otra loca",P
@darkomacedo seee eso está bien pinche triste,N
@Eudemonologia87 yo igual y ni así. Este año seré tipo marasalvatrucha para ver si así me traen algo.,N
@Pagano656 #NoaNoaStyle es uno de los mejores luchadores que ha llegado a @luchalibreaaa Yo tengo el gusto de seguirlo hace 4 años,P
Primer logro del año cumplido. Me agregaron al grupo de desayunos de mi trabajo #AquiEstaTuGordoBabyMyLove,P
@jenifersaucedo_ así es Pero somos mas personas honradas! Que se note,P
@puntoguionpunto ando bien porque nunca sentí nada. Pero estaban bien ricos porque tenían chispitas.,P
@GarzaaJr No es un bulto y nunca lo ha sido @GarzaaJr es un luchador Novato que ha madurado muchísimo desde que llegó a @luchalibreaaa,N
"@ErickCt_ nosotros estábamos muy feliz mente cazando pokemon, siguiendo nueStra ruta y tuvimos un encuentro desafortunado",NEU
"Parada obligada en pits y al banco.. Rumbo a Pueblo frío.. Hay q ir por la patrona, se acabaron las vacaciones",N
No me parece justo que ya sea 6 y yo no haya comido ni un poco de rosca,N
Cuándo se termine este contrato empezaré a buscar un nuevo depa y un gatito.,P
@ChulasDeJA @julionalvarez @EEnrique_F @NoticiasJulion hermosa nosotros somos una estacion de musica tropical,NONE
@andreaamena es que si te pasas de guapa andy,P
"@JenniferDuquee Hahaha, si está rico, nadamas le falta presentación.",NEU
"La peor noche, no se como pude dormir así de enferma",N
Me quede vestida y alborotada.,N
Amo las mujeres que manejan estándar,P
"@JcAgmty es posible que baje la gasolina, los impuestos, el dolar y la canasta?plis jajaja",N
Que oso que soy tan chillona y no me puedo callar y el sr de al lado en el avión nomás no me abraza,N
@mabonitatuya1 @Samemo11 Huy qué rico! Se ve que si te exitabas jeje,P
Si te encontrará tras cien años encontraré tus ojos negros entre millones de ojos negros,P
"Despidiendo a Pau en el aeropuerto. Ya se va a Monterrey, Nuevo León.",NONE
"No me gusta mi nuevo lugar, estoy con chavos de FCA pero extraño a mi departamento T.T",N
@ajuangorena igual que yo jajaja ya mero,NONE
Que triste que Guadalajara está igual de contaminado que Mty,N
@LezlyCarolinaM que bonito cuando tienes novio jajajajaja,P
"Viendo ""Bichos"" y pensar que es todo lo que pasa en el país a pequeña escala",N
@yahirmusic ya estaba bien preparada para ir a verte hoy pero primero está la seguridad Espero que puedan reprogramarlo muy pronto,NEU
Los Reyes magos me trajeron una cruda que,N
@PPTeamKaren cuando hacen un helado galáctico,NONE
Yo esperaba encontrar un boleto para ir al partido de mis Spurs vs Suns en la CDMX de bajo de mi arbolito,N
Estoy muy triste porque antes me llenaba con 2 pedazos de pizza y ahora con uno,N
Puta gente naca por su culpa ya no me dejo mi mamá ir a partir rosca con mis amigos pónganse a trabajar,N
"Tengo a un AMIGO que canta desafinadamente feliz, pero así lo quiero.",P
@introvertchola @Rubestia @nuuzga que malos y yo ? yo tambien fui al carlssssssssss  #bitches,N
@mayteaguirre ¡Cero! Lo que te haga feliz o te de tranquilidad está súper bien.,P
"@olivanoticias ahí no van, por que no les gusta el sabor del jamón serrano",N
@luisitorey #LuisitoReyMago pon dinámicas más difíciles en esta dinámica no se ven todos los comentarios,N
"@Mariazelzel Tengo un mal presentimiento, Ojalá me equivoque, pero el equipo se debilitó.",N
Alguien quiere hablar conmigo por ft de audio ?? estoy en la escuela ya acabe todo y estoy muuuuuy aburrida,N
"@Diablin13 Sigue pendiente de nuestras redes, estaremos regalando boletos para la premiere.",P
A Certain Romance tiene una de mis frases favoritas!!!! Gracias @rominapons por esa #Rolota #ViernesConRomina,P
Lo malo de ser flaco es que no puedo ir todos los días al gym.,N
#TotalmentePayaso @Psychooriginal uno de los mejores luchadores técnicos que he conocido Espero que salgas triunfador este año,P
El #NoaNoaStyle Es lo mejor que ha llegado a @luchalibreaaa @Pagano656 Enhorabuena #SinPayasoNoHayFiesta #ArrePapá,P
@BearJhony Te portaste mal... que bueno ve por tus propios regalos y a tu gusto,P
wawwwww siempre encuentro la modelo perfecta amo mi pasion de diseñar #javiercarbajaldiseñador #cdmx #atelierjaviercarbajal,P
No hay nada más triste que terminas todas las temporadas de tu serie,N
"@lajosa La tradicional #RoscaDeReyes de #BisquetsObregón tiene un gran sabor, visita tu unidad favorita. ¡Te esperamos!",P
"Cuando dices vida yo estaré contigo, tomas de mi mano y por dentro lloro aunque sea mentira me haces sentir viva",P
"Btw me voy despertando, hola",NONE
"-Mi amor, ¿me veo gorda con este vestido? -A ver, rueda un poquito a la izquierda. -",P
"Perdí todos mis contactos del cel Si me tienes guardada, mándame un whatsapp con tu nombre para guardarte, please",N
Nadie sabía que los peluche no son peluche son Pérez luche,NONE
"@Gloryagpem @karench0708 ayer andábamos por allá jaja, le diré que vayamos mañana a ver si me dejan gracias lindas",P
"Es como si ya me hubiera ido a vivir sola,",NONE
En .@TlahuacRenace partiendo la rosca de #DíaDeReyes y al estilo del pasito perrón a los que les toco el muñeco .#PasitoPerrónChallenge,NONE
Un saqueador más es denunciado en redes sociales... @ Monumento a…,N
"Amigues, estoy muy preocupada: La carretera sigue cerrada, no hay gasolina y los alimentos en mercados se están agotando",N
Que no se pierda la costumbre de dar los buenos días contra la pared.,P
Que triste ver todas las fotos de cuando fuimos amigas,N
"""Mateo, estate quieto"" sólo era 1 segundo, sólo 1 #NoQueriaFoto #FelizDia…",N
"No existen palabras para esta triste noticia. D.E.P Jose Ruben Molina, te extrañare mucho campeón, tenlo por seguro.",N
como cuando no te puedes registrar en el #VansCustomCulture porque vives en méxico,N
"El juego de GrumpyCat es demasiado adictivo, no lo soporto",N
@SancadillaNorte @TigresOficial chale...en mi trabajo si falto tres días seguidos me corren...,N
te levantas emocionado por ser dia de reyes pero recuerdas que ya estas grande #felizdiadereyes #Eanz,N
@telediariomty @multimediostv kiero ke me regalen una rosca xfa para kompartir en familia No tengo cel para llamar y pedirla xeso escrib,NONE
Me estaba comiendo unos pastes bien ricos pero de pronto pusieron canciones bien deprimentes y pues así no se puede,N
Ultimo Día De Vacaciones Ya El Lunes A La Escuela Noooo!,N
@anuarrieta Ah ya si también la vi y si no sale mucho pero luce guapísimo.,P
La biblioteca está cerrada y tengo que estar en el sol,N
@Juan_S_Alba @Luisitno Buen Día Para el APERTURA 2017 QUE?,NONE
"Es neta que bye refrescos, bye harina y bye antojitos de chucherías",N
Esperamos que disfrutes de este día con tus seres queridos #DíaDeReyes #DeliciaObelie,P
La seño que venía leyendo mis tweets me dijo que los leyó sin querer ajajajajaja me siento mal por haberle dedicado mi tweet anterior,N
Que horrible es querer dormir y que tu perrita no deje de roncar,N
Me muero por ya comprar otro celular,N
"Ya estoy muy abrigada sentada en la sala, para salirme de la casa y nada que pasan por mi",N
Estoy haciendo chocolate abuelita y pura madre que les voy a dar,N
"Creo que la sinceridad es importante, pero practicarla es lo principal y más si se promete!",P
"@She_RA_H @DarinaSilver ya me habían hecho pixie y me quedan chidos, pero tengo mucho pelo y quise recortarlo más. Mi error",N
Primer día de trabajo y estoy que me muero de enferma alv,N
"@aikonmx ay, poes qué delicado nosierto.",NEU
no sé qué tipo de señal universitaria es esta!!!,NONE
Lo bueno: Ya voy de regreso y nos podremos ver. Lo malo: No me contesta los mensajes.,NEU
@szerenata Lo haría pero mi música es muy fea para tu programa tan bonito,NEU
"@ALMA13 ha sucedido que familiares cobran por el pensionista y les roban. Incluso hay denuncias al respecto, cuidemos a los pensionistas",N
"@raticorns Genial!, pero yo decia del pais que mas te ve El aceite de coco creo q no es tan facil de conseguir",NEU
"@hijodeletras @megustaleermex Mil gracias por el libro, desde cuando le tenía puesto el ojo",P
"@maveldiaz Jaja, sí, lo haré. En la tarde noche voy a tener la entrada lista",NONE
"En serio si van a manifestarse Estamos en todo el derecho pero esto ya es un desmadre, en serio no mamen",N
"Gastar, malechor y basaltar son mas apropiados jajaj",NONE
@AbieeFlores si neta todos cerraron en chinguisima,N
Estoy nerviosa y tengo miedo,N
@ElOsoCarpinter Igualmente ayer vi queriendo saquear el bbva y no habia nada ajjaja,N
Jamás he sido muy romántica... Pero necesito tus abrazos y besos de práctica,P
"@bbzote sí, pero nada. Creo que es por vivir en la última calle ya les dio flojera",N
"@paulinapaf a ustedes por ver lo que publico es mi oficio , mi trabajo #periodismo",NONE
Es un día muy bonito como para que este llamando al banco todo el rato,N
"@atlgarza Gracias por tu Rt, fui de las primeras 5 vistas, te amo Garza",P
Mañana Juegan Y Ganan Mis @PumasMX Venga Universidad Por los 3 primeros puntos,P
"@JuliahdeVince tu ser muy buena maifren, no hay nada que me ponga bien por ahora pero gracias por preocuparte por mí.",P
"@mrous_ @carolgvivas La belleza de Tigres presente en todas partes Saludos, chicas!",P
Queridos reyes magos: yo sigo esperando lo que pedí,N
#EsteFinTengoGanasDe Cocinar una rica pasta casera de espinacas con queso,P
@iMrDramas ni un cuerno retorcido como me decían antes,N
No está chido empezar el año con lesión de tobillo,N
@LuzioUV porque son las fiestas patronales.,NONE
"Sad music y mucho trabajo, ya que es buena combinación",P
La ansiedad que me da cuando no puedo dormir es de las peores cosas que he eerimentado,N
Ando bien adolorido de mi espalda,N
@RULSOTO @Siempre889 mi caja registradora de barbie la disfrute al maximo ! y el que nunca llego fue el beatle rosa de barbie,NEU
@edwardchdz @GalMty discúlpame! Apenas vi! No todo estaba abierto y normal,NEU
@salvadorop no existió recalentado de Año Nuevo por qué ni cena hubo.,N
"Y pues... mis reyes ahora se distribuyen a lo largo del año Mis iPhones, mi Apple Watch, mis Beats... ??",NONE
Aún me parece mentira imaginándote que vuelves a pasarte por qué,N
#felizdiadereyes cuál feliz si no me trajeron nada,N
De vdd tengo mucho sueño! Ya estoy viejito,N
@heyGuero no te trajeron uno los reyes u.u oie k feos,N
Van dos días que sueño con el vato no es justo porque de ante mano sé que no va a pasar NI MADRES.,N
@1maaariii1 ¿Te imaginas que ya saquearon todos los centros comerciales? y en donde vivo ay balazos..,N
@1maaariii1 Puebla es un caos aiudame,N
¿Ya ven porque les dije que no hagan un examen del que no están seguros de hacer? No aprobé mi ceneval chales.,N
@SamanthaSarahy muchas felicidades! Pásala genial abrazo! ??,P
@BarbAdicto que feo tener que soportarlo por miedo a estar sólo,N
Estoy malita de la gripa,N
"@ATTMxAyuda hola buenos días ya envié por DM la información que me pidieron, gracias",NONE
quiero organizar un buen de cosas cuando ya solo me queda una semana de vacaciones,N
#LosLunesDebenSer sagrados y trabajar hasta el martes,N
"@Mayra_Zepeda @nayaroldan y se ven bien ricos Gracias, May.",P
"@MiBiciPublica Hola! la estación GDL - 111 tiene 2 puertos que no sirven, y los demás siempre están llenos a esta hora.",N
"@sabinohernandez #ideamillonaria, no creo que sea tan difícil. Aunque seguro te piden la contraseña, y así no se stalkea a gusto",N
"@Sofiabubble sí para las propias, pero para andar hurgando en las cuentas de otros?",N
Super triste que mi amorcito ya este en Pachuca.,N
@JhosselinOlan Jajaja mismo edificio pero diferentes pasillos,NONE
@soyalannavarro Buenas noches Risitas ...Sueña Bonito...!,P
@sofia_garciarmz La neta si esta bien feo entrar a las 7,N
@elbajimenez9 o solo simple mente m ignoras,N
De que sirve que me los trage si tengo panza de embarazada. #horasad,N
"Amo mi carrera,pero aun no es fácil aguantar las decepciones que tengo que pasar antes de un ""si""",NEU
"Yastas! Aunque me anda fallando pero es buena idea, tu dirás! @RulitoHD",P
@Soymarioruiz a mi se me acabaron desde la semana pasada,N
"No puedo estar sentada mucho tiempo, ni de pie, ni nada",N
"Otsss uno se siente igual, lo peor es que realmente tuvo la culpa este pobre hombre",N
"Amigos, neta muy neta, hay una probabilidad de irme pa la CDMX, alcen las manos y pídanle a Diosito",P
"@Tribuna_I Si, pero yo lo veo otros 6 meses más en Pachuca, tiene calidad el Muchacho Y ayer demostró que si está listo",P
#TeníamosTodoPero EPN iba a ser el mejor presidente... Pero se chingo la rodilla...,N
"Le fuí infiel a ""Don Escojale"", en verdad no lo vuelvo hacer",N
En segundo dia de Servicio #FelizMartes,P
"@ChumelTorres ya cabrón! Sin tí se reciben las noticias sin colchoncito, puro chingadazo. #extrañoreirconChumel",N
Porque no soy una persona normal que le guste platicar con personas por whatsaap me conflictua esooo xq xq xq,N
"Extraño los tacos de ""El vaquero""",N
"Me atropellaron, y me duele mucho mi pierna Estoy bien pinche salado VV",N
Lo único que necesito para ser feliz es dinero.,P
"Tenía toda la intención de ir al gym, pero termine en los tacos pannin",N
"@Jimena_Quijano terribles, pero ni pedo yo el jueves iré a cambiarlas",N
Me llenas de notificaciones @Sergecast Jajaja #LasChichisDeFichis,P
no puedo creer que hace unos años era muy feliz,N
@aleteknicolor no te ereses tan feo de @alain_rincon,NEU
"@Netgakure Se Ve Bie, Pero Noup! No se Tan Solo no lo veo Muy ""Natural""",N
@Kev_Rogers mándale fueguito a @abeftlouis está muy enferma,N
Con pie derecho el inicio del año laboral #ILoveMyWork,P
Es culera pero así la quiero,N
"Samantha dice de broma que nací castigada,pero a mi me parece muy real",N
K desesperante es hablar con alguien que tarda mucho en contestar,N
kali uchis va a estar en bahidorá,NONE
"Me da culo caminar de noche por anahuac city, ni pedo, gym time",N
"No, pero más bonito es volverlos a ver y saber que se alegran por mi regreso.",P
"@_fer_alonso Sí, el depósito del envío internacional es después ya que se necesita dividir entre todas las que pidieron el proyecto",NONE
"5 días seguidos y no me sale ninguna idea buena en el estudio, adiós producción musical, hola batería de nuevo",N
@DarioZapata_14 jajajajaja neta que si es justo y necesario,P
"@GomezXelhuantzi jajaja, chalé, te extraño tanto que voy a enloquecer ya ven a verme",N
Puta madre lo que me faltaba enfermarme #QuieroLlorar,N
"Odio ver a las parejitas abrazadas o besándose , pura envidia",N
Como poder ser feliz con esa persona q amas,P
"Yo si estaba esperando la ""posada del año""",NONE
Escuché que se movía el traste de mi perrita muerta,N
"@Juan_S_Alba No,No,No! No sabe de Fútbol El mejor equipo es el Barcelona JAJAJAJAJAJAJA",NEU
Tengo mil años que no veo a mi mejor amigo,N
No garganta estate quieta no quiero enfermarme,N
"@Juan_S_Alba Lo sé Pero pues bueno Lo que importa es que ya me dicen ""SUEGRA"" jajajajajajaj",P
yo sólo necesito a un amigo que hable chido inglés para poder practicar con el,NONE
@RKARTISTA justo cuando tengo mega estrés par estar estudian y haciendo tarea,N
@toxickore según la Wikipedia un licor es destilado. Un vino de malta ahí si te la creo,NONE
Es re triste esto de compartir gusto con alguien que fue importante para bc todo me lo recuerda a esa persona,N
#SiempreTePediré Un abrazo y un beso de buenas Noches,P
"@__walter__ @norisolis haha. A mi también se me rompió el pantalón, pero de adelante, super incomodo",N
#SiempreTePediré Que te quedes conmigo y que sigamos siendo la familia que somos,P
"@pochiitto por qué no, puedes hacer una alterna.",NEU
Mi iPad estuvo 5 días abandonada en mi carro,N
Extraño los chilaquiles de la FCC,N
Aquí todo tranquilo y allá quien sabe,NEU
@braver ahhh ya me había emocionado con eso de tres pesos,NEU
"@lesliepenha estás loca, tú debes estar pendiente por si me dejan a última hora",N
Así ando amigas Ni una noche y extraño a mi familia Me siento sola Mi amiga con su novio Necesito abrazos,N
Ush solo viene a emocionarnos @villalobossebas,NONE
Tengo que empezar con buena actitud el dia de mañana para hacer válidos mis propósitos de año nuevo,P
Ya mejor me.resigno Nadie nunca jamás me va a querer.,N
"Probablemente un compañero renuncie en los próximos días, la perrada se desintegra",N
"@PauAj97 Todo cool, a lo mejor estudio en UV, a ver si mañana pasó",P
Mi horario esta de la fregada voy a vivir en la facu,N
@sofffiaaa tu que eres chihuahua lo mereces más Haha,P
La verdad extraño mucho mi vida universitaria,N
Las vacaciones me mal acostumbraron,N
"@benshorts a juzgar por mis comportamientos autodestructivos en las relaciones, aún quiero serlo",N
No se si dejar mi horario intacto u ocupar esos 4 créditos que me faltaron,NONE
Sólo un red hot del musashi arreglaría mi dolor del pie,N
"@bravephtp El cadáver de la novia, y si es nueva... Pasajeros",NONE
